id;title;content_preview;initial_ai_sentiment;manual_verified_label;notes
224;Kasus 996 Senjata di Sekolah, Kuasa Hukum Bantah Ada Ekskul Menembak;Yayasan Harapan Ibu Pondok Pinang (YHI-PP) memberlakukan sistem pendidikan jarak jauh (PJJ) selama satu minggu setelah polisi menemukan 996 senjata di ruangan mantan ketua yayasan. (Liputan6.com/Rifqy Alief Abiyya);Negatif;0;
225;Plan Indonesia respons kebutuhan korban anak terdampak gempa NTT;Direktur Eksekutif Plan Indonesia&nbsp;;2;
226;Hadiri Hari Bhayangkara, Ketua DPRD Kota Bogor Apresiasi Kinerja Polri;Adityawarman menegaskan peringatan Hari Bhayangkara ke-80 bukan sekadar seremoni, tetapi menjadi momentum untuk memperkuat sinergi antara pemerintah daerah, DPRD, aparat keamanan, dan masyarakat.;Positif;2;
227;Sejarah Gempa Dahsyat di Bali hingga Nusa Tenggara Akibat Sesar Naik Flores;Gempa bumi berkekuatan magnitudo (M) 7,7 mengguncang wilayah Nusa Tenggara Timur (NTT), Sabtu (15/8/2026) pagi. Gempa berpusat sekitar 30 kilometer timur laut Mbay, Kabupaten Nagekeo.;Negatif;0;
228;Indonesia Raih Medali Perak dan Perunggu di Kejuaraan Asia Hoki Bawah Air CMAS 2026;Tim Indonesia sukses mengamankan medali perak dan perunggu pada Kejuaraan Asia Hoki Bawah Air CMAS 2026 yang digelar di Puncak, Bogor.;Positif;2;
229;MRT Siapkan 24 Area Komersial di Jalur Bawah Tanah Bundaran HI;PT MRT Jakarta siapkan 24 area multifungsi di Stasiun Bundaran HI. Ruang 4.439 m² ini mendukung ritel, FdanB, dan layanan untuk pengguna MRT.;Positif;2;
230;Beban Utang G7 Memuncak: AS Tembus Rp707 Ribu Triliun, Suku Bunga Global Ancam Keuangan Dunia;Perekonomian negara-negara maju (G7) menghadapi tekanan finansial paling sengit dalam beberapa dekade terakhir. Dipicu oleh lonjakan utang Amerika menembus rekor Rp707.154 triliun.;Positif;2;
231;DPR Dukung Pemerintah Perketat Naturalisasi WNA Demi Lindungi Aset RI;Ketua Komisi XIII DPR Willy Aditya mendorong pemerintah memperketat naturalisasi, tak cuma berdasarkan status atlet maupun ikatan pernikahan.;Positif;2;
232;Pegadaian Hadirkan Solusi Cicil Tabungan Emas;Pegadaian memberikan fasilitas pembiayaan kepemilikan saldo emas melalui skema angsuran yang terjangkau;Positif;2;
233;Sedikitnya 11 tewas dalam penembakan terpisah di Cape Town, Afsel;Sedikitnya 11 orang tewas dalam tiga insiden penembakan terpisah di wilayah metropolitan Cape Town, Afrika Selatan, ...;Negatif;0;
234;Waspada Hujan Lebat Sabtu Ini, Simak Daftar Wilayahnya;BMKG mengeluarkan peringatan hujan lebat untuk Sabtu ini. Wilayah berpotensi hujan termasuk Sumatra Utara dan Kalimantan. Waspada angin kencang!;Negatif;0;
235;Kolaborasi Pemkot Bekasi dan Kejaksaan Dukung Olahraga bagi Disabilitas;Melalui PEPARPEDA, para atlet pelajar disabilitas memperoleh kesempatan untuk menunjukkan kemampuan, kedisiplinan, semangat berkompetisi, dan potensi yang dimiliki pada cabang olahraga yang dipertandingkan.;Positif;2;
236;Gubernur: Sinergi Pemprov DKI dan Kejati Perkuat Pembangunan Jakarta;Kolaborasi Pemprov DKI dan Kejati membantu penyelesaian berbagai persoalan hukum terkait kepentingan pembangunan dan pengelolaan aset daerah.;Positif;2;
237;34.256 jiwa di Nagekeo masih mengungsi akibat gempa bumi NTT;ANTARA -&nbsp;;0;
238;Budi Arie: Kalau Berantas Korupsi, Harus Disapu dari Pusat Kekuasaan;Ketua Umum Projo, Budi Arie Setiadi, dukung Prabowo dalam pemberantasan korupsi di pusat kekuasaan.;Negatif;0;
239;Fahri Hamzah Bicara Masa Depan Indonesia Butuh Sosok Pemimpin seperti Philosopher King;Wakil Ketua Umum Partai Gelora Indonesia Fahri Hamzah mengingatkan bahwa kunci keberhasilan negara melintasi disrupsi zaman di era digital ini berada pada perpaduan utuh antara kekuasaan (power) dan kapasitas intelektual (ilmu).;Positif;2;
240;Bolehkah Menunda atau Mengatur Jarak Imunisasi Anak? Ini Kata Ahli;Keinginan menunda jadwal vaksinasi anak sering kali terlintas pada orangtua. Simak risiko kesehatan dan penjelasan medis terkait bahaya menunda imunisasi.;Negatif;0;
241;Pria Kelahiran Israel Buka Jasa Urus Visa ke Bali Dideportasi;BR warga kelahiran Israel dideportasi dari Bali karena melanggar izin tinggal. Ia membuka jasa urus visa ke Pulau Dewata RI.;Negatif;0;
242;Prabowo Segera Tinjau Korban Gempa NTT;Prabowo akan melihat langsung kondisi korban gempa di NTT.;Negatif;0;
243;KBRI Koordinasi dengan Aparat Singapura Kawal Kecelakaan Tewaskan Bocah WNI;KBRI Koordinasi dengan Aparat Singapura Kawal Kecelakaan Tewaskan Bocah WNI;Negatif;0;
244;Kebakaran Mal di Makassar, Pengunjung-Karyawan Alami Sesak Napas;Kebakaran melanda mal di Makassar, Sulawesi Selatan, akibat dugaan korsleting listrik. 30 armada Damkar dikerahkan, tidak ada korban jiwa.;Negatif;0;
245;Tak Perlu Bingung, Kini Lapor Polisi Bisa Lewat SuperApp Polri dan Langsung Terhubung ke Polsek;Kualitas pelayanan ke masyarakat lewat teknologi digital, terus dilakukan Polri. Yang terbaru lewat aplikasi SuperApp Polri yang punya fitur layanan darurat 110.;Negatif;0;
246;Gubernur NTT: Korban Meninggal Akibat Gempa Bertambah Jadi Lima Orang;Gubernur NTT Melki Laka Lena mengatakan jumlah korban meninggal dunia akibat gempa berkekuatan magnitudo 7,7 di Mbay, Kabupaten Nagekeo bertambah menjadi lima orang.;Negatif;0;
247;Komisi V DPR: Harus ada integrasi kelembagaan tangani bencana;Komisi V DPR: Harus ada integrasi kelembagaan tangani bencana;Negatif;0;
248;Gubernur NTT: Wilayah Utara Flores Paling Terdampak Gempa M 7,7;Gubernur NTT, Melki Laka Lena mengatakan wilayah utara Pulau Flores paling banyak terdampak oleh gempa magnitudo 7,7 yang berpusat di Kota Mbay, Kabupaten Nagekeo.;Negatif;0;
249;Tito Ungkap Pendapatan Pemda Turun Jadi Rp608 T, TKD Jadi Fokus;Mendagri Tito Karnavian mengatakan realisasi pendapatan pemerintah daerah mencapai Rp606,8 triliun atau 51,05 persen hingga 31 Juli 2026.;Positif;2;
250;Terapi Hormon Estrogen Bantu Turunkan Risiko Demensia pada Perempuan;Studi terhadap 21.000 perempuan mengungkap penggunaan terapi hormon estrogen dapat menurunkan risiko demensia dan gejala Alzheimer hingga 39%. Simak temuannya.;Positif;2;
251;Cerita dari Lantai 16 Saat Gedung Bapenda Terbakar;Gedung Bapenda DKI Kebakaran. (Liputan6.com/Winda Nelfira);Negatif;0;
252;Bos Gendut Gembong Narkoba Kampung Bahari Ditangkap Saat Sedot Lemak;Gembong narkoba Kampung Bahari, MR atau Bos Gendut, ditangkap saat sedot lemak di salon. Ia terlibat kasus narkoba dan pencucian uang.;Negatif;0;
253;Ulah 72 Tersangka Karhutla yang Disebut Kejahatan Luar Biasa;Polri menetapkan 72 tersangka kebakaran hutan di Indonesia. Modus mereka adalah membakar lahan untuk biaya murah;Negatif;0;
254;Kebakaran landa warteg dan bengkel di Tambora Jakbar;Kebakaran melanda warteg dan bengkel di Jalan Prof. Dr. Latumenten, RT 08/RW 09 Angke, Tambora, Jakarta Barat, pada ...;Negatif;0;
255;Panik Gempa M7,7, Turis Labuan Bajo Keluar Hotel Pakai Handuk;Gempa NTT terasa hingga Labuan Bajo, membuat turis panik. (Istimewa);Negatif;0;
256;FOTO: Aksi Robocop China Terjun Langsung Atur Lalu Lintas;China mulai mengerahkan robocop untuk mengatur arus lalu lintas di Kota Hangzhou. Dengan kamera dan radar, robot ini bisa mendeteksi pelanggaran lalu lintas.;Negatif;0;
257;Sore Ketika Pasar Memilih Percaya;Pidato Presiden Prabowo soal RAPBN 2027 mendorong optimisme pasar. IHSG menguat 1,59% pada 14 Agustus 2026 di tengah harapan terhadap kepastian fiskal dan reformasi.;Positif;2;
258;Peringatan Keras ke Pelaku Pungli Road Barrier Kota Tua;Peringatan Keras ke Pelaku Pungli Road Barrier Kota Tua;Negatif;0;
259;Kado Kemerdekaan RI ke-81, Indonesia Resmi Ekspor 1.000 Ton Beras ke Malaysia;Indonesia mulai mengekspor 1.000 ton beras premium ke Malaysia setelah mencapai swasembada. Ekspor berpotensi meningkat hingga 200.000 ton per tahun.;Positif;2;
260;Getaran Gempa NTT Terasa Kuat Hingga Lombok, Warga Panik Berhamburan;Gempa tektonik M 7,0 di Nagekeo, NTT pada Sabtu subuh berdampak hingga ke Lombok, NTB. Warga Mataram panik keluar rumah akibat guncangan yang terasa cukup lama.;Negatif;0;
261;Legislator PKB Apresiasi Capaian Pemerintah, Terus Kawal Swasembada Pangan;Komisi IV DPR RI dikatakan akan terus mengawal swasembada pangan yang menjadi target pemerintah terhadap sejumlah sektor.;Positif;2;
262;Banjir Landa Suriah, 2 Anak dan 1 Relawan Tewas;Banjir Landa Suriah, 2 Anak dan 1 Relawan Tewas;Negatif;0;
263;Ketua RT di Pamulang Tangsel Jadi Tersangka Usai Tegur Warga Bakar Sampah;Ketua RT di Pamulang, Tangsel menjadi tersangka kasus dugaan penganiayaan. Kasus ini bermula saat Chris menegur warga bernama Fakhriadi karena membakar sampah.;Negatif;0;
264;Sepekan Gempa NTT, PU Perbaiki 34 Titik Longsor dan 9 Jembatan;Kementerian Pekerjaan Umum (PU) terus menangani kerusakan infrastruktur akibat gempa bumi yang mengguncang NTT pada Sabtu (15/8).;Negatif;0;
265;BMKG NTT: Informasi Gempa Besar 15 Agustus Itu Hoaks;BMKG Nusa Tenggara Timur (NTT) menyatakan informasi mengenai prediksi gempa besar pada 15 Agustus 2026 pukul 09.00 WITA yang beredar di media sosial merupakan hoaks.;Negatif;0;
266;Klasemen Srikandi Merdeka Cup: Garuda Pertiwi di Puncak, Arab Saudi Jadi Juru Kunci;Garuda Pertiwi mengawali Srikandi Merdeka Cup 2026 dengan kemenangan 7-0 atas Arab Saudi dan langsung memuncaki klasemen sementara Grup A dengan tiga poin.;Positif;2;
267;70 Persen Karhutla Terjadi di Konsesi Perusahaan, Walhi: Harus Ada Evaluasi;Walhi mengungkapkan bahwa sebanyak 70 persen titik api (hotspot) Kebakaran Hutan dan Lahan (Karhutla) sepanjang periode Januari hingga Juli berada di dalam kawasan konsesi perusahaan.;Negatif;0;
268;BMKG: Gempa Susulan NTT Masih Terus Terjadi hingga 30 Hari ke Depan;BMKG memprakirakan gempa susulan di NTT akan berlangsung 30 hari ke depan. Sejauh ini tercatat 3.002 gempa susulan.;Negatif;0;
269;Cepat Tangani Kasus Karhutla Kalimantan, Kinerja Kapolri Dinilai Perkuat Pemerintah;Analis Politik dan Hukum Boni Hargens secara terbuka mengapresiasi langkah cepat yang diambil Polri dalam mengusut kasus Karhutla di wilayah Kalimantan.;Positif;2;
270;Harapan Prabowo agar 8 Bahasa Asing Ini Diajarkan ke Anak Sejak Dini;Presiden Prabowo Subianto menekankan pentingnya penguasaan bahasa asing sejak dini untuk generasi muda, guna meningkatkan pendidikan dan peluang karier.;Positif;2;
271;Bulog Jamin Stok Beras buat Korban Gempa NTT Aman, Ada 93.782 Ton;Dirut Bulog Ahmad Rizal Ramdhani memastikan ketersediaan beras di wilayah korban bencana gempa di NTT saat ini maupun ke depannya dalam kondisi aman.;Negatif;0;
272;Brantas Abipraya Gerak Cepat Salurkan Bantuan untuk Korban Gempa NTT;Di tengah situasi darurat akibat gempa bumi yang melanda sejumlah wilayah di Nusa Tenggara Timur (NTT), PT Brantas Abipraya (Persero) bergerak cepat menyalurkan bantuan bagi masyarakat terdampak.;Negatif;0;
273;Gempa M7,7 Guncang Flores NTT, BMKG Ungkap Sesar Aktif yang Patut Diwaspadai;Gempa NTT M7,7 pada 15 Agustus 2026 dipicu sesar naik busur belakang Flores. BMKG ungkap potensi gempa M7,8-7,9 dan catat 52 gempa susulan. Simak selengkapnya.;Negatif;0;
274;Pertamina Dorong Pengembangan Panas Bumi Nasional di IIGCE 2026;Pertamina dukung transisi energi nasional melalui pengembangan panas bumi. Di IIGCE 2026, Pertamina menandatangani kesepakatan strategis untuk eksplorasi baru.;Positif;2;
275;BI Kucurkan Insentif ke Perbankan Rp446,5 T hingga Awal Agustus;Bank Indonesia mencatat insentif Kebijakan Likuiditas Makroprudensial yang diperoleh perbankan mencapai Rp446,5 triliun hingga pekan pertama Agustus 2026.;Positif;2;
276;Veda Ega Pratama Finis 10 Besar di Moto3 Inggris 2026 Silverstone;Pembalap Indonesia Veda Ega Pratama berhasil finis di posisi kesembilan pada Moto3 Inggris 2026 di Sirkuit Silverstone setelah memulai balapan dari posisi ke-15.;Positif;2;
277;Pasca Gempa Bumi di NTT, Menhub Dudy Prioritaskan Keselamatan dan Kelancaran Operasional Transportasi;Gempa bumi di wilayah NTT berdampak pada sejumlah sarana dan prasarana transportasi antara lain, Pelabuhan Laurentius Say, Pelabuhan Reo, Pelabuhan Nangakeo, hingga Bandar Udara Komodo.;Negatif;0;
278;Musim Tanam Tiba, Nagan Raya Manfaatkan Dana TKD untuk Rehabilitasi Sawah;Pemerintah Nagan Raya percepat pemanfaatan Dana TKD untuk rehabilitasi lahan pertanian terdampak bencana. Fokus pada produktivitas dan ketahanan pangan.;Negatif;0;
279;Terdampak Kebakaran Bapenda, Sistem Lampu Lalin DKI Diatur Manual;Gubernur DKI Pramono Anung mengungkapkan sistem pengendalian lalu lintas Dishub terdampak kebakaran Gedung Bapenda, pengaturan kini dilakukan manual.;Negatif;0;
280;Pemerintah Perkuat Food Estate Kalteng dengan Manajemen Risiko Lintas Sektor;REPUBLIKA.CO.ID, JAKARTA, – Pemerintah memperkuat pengembangan food estate di Kalimantan Tengah (Kalteng) melalui penerapan manajemen risiko lintas sektor. Langkah ini diambil untuk meningkatkan efektivitas proyek, mendukung target swasembada pangan,...;Positif;2;
281;Hasil Ligue 1: Angers vs Lille, Calvin Verdonk Main, Les Dogues Menang;Lille sukses mengalahkan Angers 2-0 pada laga perdana Ligue 1 2026/2027. Olivier Giroud dan Tiago Santos jadi penentu kemenangan, Calvin Verdonk masuk sebagai pemain pengganti.;Positif;2;
282;Kesehatan Saluran Cerna Jadi Kunci Tumbuh Kembang Optimal Anak;Ahli kesehatan menegaskan, saluran cerna tidak hanya berperan dalam proses pencernaan dan penyerapan nutrisi, tetapi juga memiliki kaitan erat dengan perkembangan imun;Positif;2;
283;Mahasiswi UPH Raih Juara 1 Pilmapres Nasional 2026, Cetak Sejarah Bagi PTS Indonesia;Mahasiswi Fakultas Kedokteran Universitas Pelita Harapan (FK UPH), Tiffney Tyara Setyoko, meraih Juara 1 Program Sarjana Pemilihan Mahasiswa Berprestasi (Pilmapres) Tingkat Nasional 2026.;Positif;2;
284;Le Minerale Jadi Official Mineral Water, Dukung Ribuan Pelari di Surabaya Marathon 2026;Sebanyak 7.000 pelari dari berbagai daerah di Indonesia dan mancanegara memadati Kota Surabaya dalam gelaran Le Minerale Surabaya Marathon 2026.;Positif;2;
285;Galeri 24 Buka Lelang Relokasi dan Renovasi Pabrik Senilai Rp 95,15 Miliar;Galeri 24 membuka pelelangan pengadaan pekerjaan relokasi, renovasi, dan penambahan ruangan pabrik serta pengolahan terintegrasi. Nilai proyek mencapai Rp 95,15 miliar, termasuk PPN sebesar 11 persen.;Positif;2;
286;Bank Mandiri Perkuat Sinergi dengan Garuda Indonesia lewat GATF 2026;Bank Mandiri dan Garuda Indonesia gelar GATF 2026 pada 28-30 Agustus di JICC, Nikmati cashback hingga Rp7 juta dan berbagai penawaran menarik lainnya.;Positif;2;
287;Menteri Ekonomi Kreatif Dukung Padang Jadi City of Gastronomy UNESCO;Menteri Ekonomi Kreatif Teuku Riefky Harsya mendukung langkah Padang menuju City of Gastronomy UNESCO melalui penguatan ekosistem ekonomi kreatif dan pembenahan sektor gastronomi.;Positif;2;
288;TASPEN Salurkan Manfaat kepada Pejabat Negara dan Ahli Waris;Manfaat tersebut diberikan kepada Anwar Usman yang memasuki masa purnabakti dengan Terhitung Mulai Tanggal (TMT) 1 Mei 2026, dan kepada ahli waris Rachmat Gobel yang wafat pada 10 Juli 2026.;Positif;2;
289;Dorong Pariwisata Berkelanjutan, Industri Hotel Perkuat Efisiensi dan Pengelolaan Limbah;Penguatan praktik keberlanjutan pada sektor perhotelan dapat menjadi bagian dari upaya membangun ekosistem pariwisata yang lebih bertanggung jawab terhadap lingkungan.;Positif;2;
290;Renovasi 10.000 Puskesmas, Prabowo Bakal Gelontorkan Rp4 M per Unit;Presiden RI Prabowo Subianto menyampaikan rencana pemerintah untuk merenovasi 10.000 Puskesmas mulai tahun 2027 dalam pidatonya di Kompleks Parlemen.;Positif;2;
291;Mendorong Percepatan Program Peremajaan Sawit Rakyat;Program PSR yang dilaksanakan oleh BPDP telah memberikan manfaat positif bagi para petani dalam meningkatkan produktivitas perkebunan sawit rakyat.;Positif;2;
292;Golkar Salurkan 350 Ribu Benih Ikan ke Bandung Barat, Dorong Budidaya Perikanan Berkualitas;Wakil Ketua Komisi IV DPR RI Panggah Susanto dan Anggota Komisi IV DPR RI, Dadang M. Naser, menyalurkan bantuan sebanyak 350 ribu ekor benih ikan ke masyarakat.;Positif;2;
293;Bank Mandiri Perkuat Sinergi dengan Garuda Indonesia lewat GATF 2026;Bank Mandiri dan Garuda Indonesia gelar GATF 2026 pada 28-30 Agustus di JICC, Nikmati cashback hingga Rp7 juta dan berbagai penawaran menarik lainnya.;Positif;2;
294;Terpopuler: Mobil Listrik Bukan Satu-satunya Jawaban, 37 Mobil Baru di GIIAS, hingga EV Bisa Tambah Jarak Tempuh;Info Toyota menilai mobil listrik bukan satu-satunya solusi Indonesia, 37 mobil baru di GIIAS 2026, dan ada EV yang bisa menambah jarak tempuh sendiri jadi populer.;Positif;2;
295;DPRD Kota Bogor Apresiasi Pelatihan Tepung Mokaf dari IPB untuk Pemberdayaan Perempuan;Pelatihan inovatif ini sukses diselenggarakan oleh Divisi Teknik Biosistem Fakultas Teknik dan Teknologi, IPB University.;Positif;2;
296;PNM Perkuat Pemberdayaan 23,1 Juta Pengusaha Ultra Mikro Bersama Danantara;PNM terus memperkuat kinerja dan tata kelola sejak bersama Danantara, sekaligus memperluas manfaat bagi masyarakat prasejahtera, khususnya perempuan pengusaha ultra mikro.;Positif;2;
297;Jadi Juara Liga Tenis Indonesia 2026 Seri 1, Lucky Candra Kurniawan Alihkan Fokus ke Asian Games;Petenis Lucky Candra Kurniawan menjuarai Liga Tenis Indonesia 2026 Seri 1 di Jakarta. Gelar ini jadi modal penting menuju persiapan Asian Games 2026.;Positif;2;
298;Ketum PPP Mardiono: Putusan MK Soal Pilkada Langsung Tak Ada yang Berubah;REPUBLIKA.CO.ID, MATARAM, – Ketua Umum Partai Persatuan Pembangunan (PPP) Muhamad Mardiono menanggapi putusan Mahkamah Konstitusi (MK) yang menegaskan bahwa pemilihan kepala daerah (Pilkada) di Indonesia wajib tetap dilaksanakan secara...;Positif;2;
299;Telkom Perkuat Kolaborasi Hadapi Ancaman Era Komputasi Kuantum;Rapat koordinasi ini menjadi langkah awal untuk memperkuat sinergi nasional dalam menyusun kebijakan, membangun kapasitas, dan mempercepat kesiapan Indonesia menghadapi era komputasi kuantum.;Positif;2;
300;Naik 10%, Grand Slam AS Terbuka 2026 Tawarkan Hadiah Terbesar dalam Sejarah;Pertandingan Grand Slam AS Terbuka 2026 menawarkan hadiah termasuk kontribusi dana kesejahteraan.;Positif;2;
